"host_species","host_phylum","host_class","host_order","host_family","host_in_gonzalos_list","diseases","has_pilot_disease","pilot_diseases","has_pilot_include_disease","pilot_include_diseases","Not_specified","PCR_Sequencing","Isolation_Observation","Antibodies","Any_PCR_Or_Observation","taxonomy_override_applied","taxonomy_override_notes","species_name","species_name_canonical","species_key","taxonomy_gap","known_non_target_class","human_domestic_or_livestock","not_pilot_include_disease","no_detection_evidence","existing_model_path","sdm_available","sdm_already_available","first_pass_eligible","eligibility_reasons","eligibility_status","taxonomy_review_needed","taxonomy_review_reason","analysis_unit_id","readiness_disease_name","disease_name","disease_is_pilot_include","species_role","sdm_needed_for_disease","sdm_species","run_status","run_priority","occurrence_method","gbif_occurrence_method","start_year","end_year","min_points","target_status","synonym_review_status","synonym_notes"
"Eidolon dupreanum","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease; Nipah virus disease; Rabies",TRUE,"Hendra; Nipah virus disease",TRUE,"Hendra; Nipah virus disease",0,1,0,2,1,FALSE,,"Eidolon dupreanum","Eidolon dupreanum","eidolon dupreanum",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Eidolon dupreanum/Eidolon dupreanum.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hendra","Hendra",TRUE,"host","yes","Eidolon dupreanum","pending",103,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Eidolon dupreanum","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Hendra virus disease; Nipah virus disease; Rabies",TRUE,"Hendra; Nipah virus disease",TRUE,"Hendra; Nipah virus disease",0,1,0,2,1,FALSE,,"Eidolon dupreanum","Eidolon dupreanum","eidolon dupreanum",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Eidolon dupreanum/Eidolon dupreanum.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Nipah virus disease","Nipah virus disease",TRUE,"host","yes","Eidolon dupreanum","pending",104,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Eira barbara","Chordata","Mammalia","Carnivora","Mustelidae",FALSE,"Mayaro virus disease; Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,0,0,2,0,FALSE,,"Eira barbara","Eira barbara","eira barbara",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Eira barbara/Eira barbara.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Eira barbara","pending",105,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Elaphodus cephalophus","Chordata","Mammalia","Artiodactyla","Cervidae",FALSE,"Hepatitis E",TRUE,"Hepatitis E",TRUE,"Hepatitis E",0,0,0,1,0,FALSE,,"Elaphodus cephalophus","Elaphodus cephalophus","elaphodus cephalophus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Elaphodus cephalophus/Elaphodus cephalophus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Hepatitis E","Hepatitis E",TRUE,"host","yes","Elaphodus cephalophus","pending",106,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Elephas maximus","Chordata","Mammalia","Proboscidea","Elephantidae",FALSE,"Anthrax; Bluetongue; Rabies; West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",1,1,1,2,2,FALSE,,"Elephas maximus","Elephas maximus","elephas maximus",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Elephas maximus/Elephas maximus.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Elephas maximus","pending",107,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Epomophorus gambianus","Chordata","Mammalia","Chiroptera","Pteropodidae",FALSE,"Nipah virus disease",TRUE,"Nipah virus disease",TRUE,"Nipah virus disease",0,0,0,1,0,FALSE,,"Epomophorus gambianus","Epomophorus gambianus","epomophorus gambianus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Epomophorus gambianus/Epomophorus gambianus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Nipah virus disease","Nipah virus disease",TRUE,"host","yes","Epomophorus gambianus","pending",108,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Euoticus elegantulus","Chordata","Mammalia","Primates","Galagidae",FALSE,"Yellow fever",TRUE,"Yellow fever",TRUE,"Yellow fever",0,0,0,1,0,FALSE,,"Euoticus elegantulus","Euoticus elegantulus","euoticus elegantulus",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Euoticus elegantulus/Euoticus elegantulus.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Euoticus elegantulus","pending",109,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Funisciurus pyrropus","Chordata","Mammalia","Rodentia","Sciuridae",FALSE,"Mpox (Monkeypox)",TRUE,"Mpox (Monkeypox)",FALSE,"",0,1,0,0,1,FALSE,,"Funisciurus pyrropus","Funisciurus pyrropus","funisciurus pyrropus",FALSE,FALSE,FALSE,TRUE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Funisciurus pyrropus/Funisciurus pyrropus.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease","review_not_pilot_include_disease",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","no","Funisciurus pyrropus","review_before_download",110,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Galago senegalensis","Chordata","Mammalia","Primates","Galagidae",FALSE,"Chikungunya fever; Yellow fever",TRUE,"Chikungunya fever; Yellow fever",TRUE,"Chikungunya fever; Yellow fever",1,0,0,2,0,FALSE,,"Galago senegalensis","Galago senegalensis","galago senegalensis",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Galago senegalensis/Galago senegalensis.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Chikungunya fever","Chikungunya fever",TRUE,"host","yes","Galago senegalensis","pending",111,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Galago senegalensis","Chordata","Mammalia","Primates","Galagidae",FALSE,"Chikungunya fever; Yellow fever",TRUE,"Chikungunya fever; Yellow fever",TRUE,"Chikungunya fever; Yellow fever",1,0,0,2,0,FALSE,,"Galago senegalensis","Galago senegalensis","galago senegalensis",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Galago senegalensis/Galago senegalensis.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Yellow fever","Yellow fever",TRUE,"host","yes","Galago senegalensis","pending",112,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Galagoides demidoff","Chordata","Mammalia","Primates","Galagidae",FALSE,"West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,0,0,1,0,FALSE,,"Galagoides demidoff","Galagoides demidoff","galagoides demidoff",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Galagoides demidoff/Galagoides demidoff.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Galagoides demidoff","pending",113,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Galictis cuja","Chordata","Mammalia","Carnivora","Mustelidae",FALSE,"Argentine hemorrhagic fever; Chagas disease",TRUE,"Argentine hemorrhagic fever",TRUE,"Argentine hemorrhagic fever",1,0,0,1,0,FALSE,,"Galictis cuja","Galictis cuja","galictis cuja",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Galictis cuja/Galictis cuja.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Argentine hemorrhagic fever","Argentine hemorrhagic fever",TRUE,"host","yes","Galictis cuja","pending",114,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Geomys bursarius","Chordata","Mammalia","Rodentia","Geomyidae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Geomys bursarius","Geomys bursarius","geomys bursarius",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Geomys bursarius/Geomys bursarius.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Geomys bursarius","review_before_download",115,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Gerbilliscus brantsii","Chordata","Mammalia","Rodentia","Muridae",FALSE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",0,0,0,1,0,FALSE,,"Gerbilliscus brantsii","Gerbilliscus brantsii","gerbilliscus brantsii",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Gerbilliscus brantsii/Gerbilliscus brantsii.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Gerbilliscus brantsii","pending",116,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Gerbilliscus leucogaster","Chordata","Mammalia","Rodentia","Muridae",FALSE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",TRUE,"Crimean-Congo hemorrhagic fever",0,0,0,1,0,FALSE,,"Gerbilliscus leucogaster","Gerbilliscus leucogaster","gerbilliscus leucogaster",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Gerbilliscus leucogaster/Gerbilliscus leucogaster.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Gerbilliscus leucogaster","pending",117,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Gerbillus pyramidum","Chordata","Mammalia","Rodentia","Muridae",FALSE,"West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,0,0,1,0,FALSE,,"Gerbillus pyramidum","Gerbillus pyramidum","gerbillus pyramidum",FALSE,FALSE,FALSE,FALSE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Gerbillus pyramidum/Gerbillus pyramidum.rds",FALSE,FALSE,TRUE,"no_pcr_or_observation_signal","first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Gerbillus pyramidum","pending",118,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Giraffa camelopardalis","Chordata","Mammalia","Artiodactyla","Giraffidae",FALSE,"Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Hepatitis E; Lumpy skin disease; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",1,2,1,5,3,FALSE,,"Giraffa camelopardalis","Giraffa camelopardalis","giraffa camelopardalis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Giraffa camelopardalis/Giraffa camelopardalis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Crimean-Congo hemorrhagic fever","Crimean-Congo hemorrhagic fever",TRUE,"host","yes","Giraffa camelopardalis","pending",119,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Giraffa camelopardalis","Chordata","Mammalia","Artiodactyla","Giraffidae",FALSE,"Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Hepatitis E; Lumpy skin disease; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",1,2,1,5,3,FALSE,,"Giraffa camelopardalis","Giraffa camelopardalis","giraffa camelopardalis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Giraffa camelopardalis/Giraffa camelopardalis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Hepatitis E","Hepatitis E",TRUE,"host","yes","Giraffa camelopardalis","pending",120,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Giraffa camelopardalis","Chordata","Mammalia","Artiodactyla","Giraffidae",FALSE,"Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Hepatitis E; Lumpy skin disease; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",1,2,1,5,3,FALSE,,"Giraffa camelopardalis","Giraffa camelopardalis","giraffa camelopardalis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Giraffa camelopardalis/Giraffa camelopardalis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Rift Valley fever","Rift Valley fever",TRUE,"host","yes","Giraffa camelopardalis","pending",121,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Giraffa camelopardalis","Chordata","Mammalia","Artiodactyla","Giraffidae",FALSE,"Anthrax; Bluetongue; Crimean-Congo hemorrhagic fever; Hepatitis E; Lumpy skin disease; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",TRUE,"Crimean-Congo hemorrhagic fever; Hepatitis E; Rift Valley fever; West Nile fever",1,2,1,5,3,FALSE,,"Giraffa camelopardalis","Giraffa camelopardalis","giraffa camelopardalis",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Giraffa camelopardalis/Giraffa camelopardalis.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Giraffa camelopardalis","pending",122,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Giraffa giraffa","Chordata","Mammalia","Artiodactyla","Giraffidae",FALSE,"West Nile fever",TRUE,"West Nile fever",TRUE,"West Nile fever",0,1,0,0,1,FALSE,,"Giraffa giraffa","Giraffa giraffa","giraffa giraffa",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Giraffa giraffa/Giraffa giraffa.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"West Nile fever","West Nile fever",TRUE,"host","yes","Giraffa giraffa","pending",123,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Globicephala melas","Chordata","Mammalia","Artiodactyla","Delphinidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,2,0,4,FALSE,,"Globicephala melas","Globicephala melas","globicephala melas",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Globicephala melas/Globicephala melas.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H5N1 avian influenza)","Influenza (H5N1 avian influenza)",TRUE,"host","yes","Globicephala melas","pending",124,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Globicephala melas","Chordata","Mammalia","Artiodactyla","Delphinidae",FALSE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",TRUE,"Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza)",0,2,2,0,4,FALSE,,"Globicephala melas","Globicephala melas","globicephala melas",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Globicephala melas/Globicephala melas.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Influenza (H7N9 avian influenza)","Influenza (H7N9 avian influenza)",TRUE,"host","yes","Globicephala melas","pending",125,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Glossophaga commissarisi","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Glossophaga commissarisi","Glossophaga commissarisi","glossophaga commissarisi",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Glossophaga commissarisi/Glossophaga commissarisi.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Glossophaga commissarisi","review_before_download",126,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Glossophaga mutica","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Chikungunya fever; Dengue; Zika virus disease",TRUE,"Chikungunya fever; Dengue; Zika virus disease",TRUE,"Chikungunya fever; Dengue; Zika virus disease",0,3,0,0,3,FALSE,,"Glossophaga mutica","Glossophaga mutica","glossophaga mutica",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Glossophaga mutica/Glossophaga mutica.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Chikungunya fever","Chikungunya fever",TRUE,"host","yes","Glossophaga mutica","pending",127,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Glossophaga mutica","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Chikungunya fever; Dengue; Zika virus disease",TRUE,"Chikungunya fever; Dengue; Zika virus disease",TRUE,"Chikungunya fever; Dengue; Zika virus disease",0,3,0,0,3,FALSE,,"Glossophaga mutica","Glossophaga mutica","glossophaga mutica",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Glossophaga mutica/Glossophaga mutica.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Dengue","Dengue",TRUE,"host","yes","Glossophaga mutica","pending",128,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Glossophaga mutica","Chordata","Mammalia","Chiroptera","Phyllostomidae",FALSE,"Chikungunya fever; Dengue; Zika virus disease",TRUE,"Chikungunya fever; Dengue; Zika virus disease",TRUE,"Chikungunya fever; Dengue; Zika virus disease",0,3,0,0,3,FALSE,,"Glossophaga mutica","Glossophaga mutica","glossophaga mutica",FALSE,FALSE,FALSE,FALSE,FALSE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Glossophaga mutica/Glossophaga mutica.rds",FALSE,FALSE,TRUE,,"first_pass_eligible",FALSE,,,"Zika virus disease","Zika virus disease",TRUE,"host","yes","Glossophaga mutica","pending",129,"gbif-download","gbif-download",2000,2026,20,"needs_host_sdm","not_audited",
"Handleyomys alfaroi","Chordata","Mammalia","Rodentia","Cricetidae",FALSE,"Venezuelan equine encephalitis",TRUE,"Venezuelan equine encephalitis",FALSE,"",0,0,0,1,0,FALSE,,"Handleyomys alfaroi","Handleyomys alfaroi","handleyomys alfaroi",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Handleyomys alfaroi/Handleyomys alfaroi.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Venezuelan equine encephalitis","Venezuelan equine encephalitis",FALSE,"host","no","Handleyomys alfaroi","review_before_download",130,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Heliosciurus gambianus","Chordata","Mammalia","Rodentia","Sciuridae",FALSE,"Mpox (Monkeypox)",TRUE,"Mpox (Monkeypox)",FALSE,"",0,0,0,1,0,FALSE,,"Heliosciurus gambianus","Heliosciurus gambianus","heliosciurus gambianus",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Heliosciurus gambianus/Heliosciurus gambianus.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","no","Heliosciurus gambianus","review_before_download",131,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
"Heliosciurus rufobrachium","Chordata","Mammalia","Rodentia","Sciuridae",FALSE,"Mpox (Monkeypox)",TRUE,"Mpox (Monkeypox)",FALSE,"",0,0,0,1,0,FALSE,,"Heliosciurus rufobrachium","Heliosciurus rufobrachium","heliosciurus rufobrachium",FALSE,FALSE,FALSE,TRUE,TRUE,"/Users/arturtrebski/Coding_Projects/new_global_maxent/sdms/models/Heliosciurus rufobrachium/Heliosciurus rufobrachium.rds",FALSE,FALSE,FALSE,"not_pilot_include_disease; no_pcr_or_observation_signal","review_not_pilot_include_disease",FALSE,,,"Mpox (Monkeypox)","Mpox (Monkeypox)",FALSE,"host","no","Heliosciurus rufobrachium","review_before_download",132,"gbif-download","gbif-download",2000,2026,20,"review_not_pilot_include_disease","not_audited",
